Id,Text,Author
1777,"After pausing a few minutes respectfully, so as not to spoil his",Agatha Christie
1778,"He has more intelligence than would appear, this long-faced Monsieur",Agatha Christie
1779,I did not myself think very highly of Lawrence’s intelligence; but I,Agatha Christie
1780,everything in the kindest way.”,Agatha Christie
1781,another day.”,Agatha Christie
1782,I told him about the letter.,Agatha Christie
1783,"no, it was not to be. This affair must all be unravelled from within.”",Agatha Christie
1784,"“No,” I said, rather surprised, “I know that there are no two",Agatha Christie
1785,"finger-marks alike, but that’s as far as my science goes.”",Agatha Christie
1786,“Exactly.”,Agatha Christie
1787,"Poirot nodded, and gently taking the photographs from me locked them up",Agatha Christie
1788,“On the contrary. No. 1 were the finger-prints of Monsieur Lawrence.,Agatha Christie
1789,No. 2 were those of Mademoiselle Cynthia. They are not important. I,Agatha Christie
1790,“Yes?”,Agatha Christie
1791,blur extending all across the picture. I will not describe to you the,Agatha Christie
1792,“Go on—I am really excited.”,Agatha Christie
1793,finger-marks doing on it? He never went near the poison cupboard the,Agatha Christie
1794,“Impossible! We were all together the whole time.”,Agatha Christie
1795,Poirot shook his head.,Agatha Christie
1796,"There was a moment when you could not have been all together, or it",Agatha Christie
1797,“Long enough.”,Agatha Christie
1798,little tune. I watched him suspiciously.,Agatha Christie
1799,Poirot looked out of the window.,Agatha Christie
1800,"“Hydro-chloride of strychnine,” he said, over his shoulder, continuing",Agatha Christie
1801,expected that answer.,Agatha Christie
1802,“They use the pure hydro-chloride of strychnine very little—only,Agatha Christie
1803,finger-marks have remained undisturbed since then.”,Agatha Christie
1804,"“I dropped my hat from the balcony,” explained Poirot simply. “Visitors",Agatha Christie
1805,“Then you knew what you were going to find?”,Agatha Christie
1806,"“No, not at all. I merely realized that it was possible, from your",Agatha Christie
1807,"“Poirot,” I said, “your gaiety does not deceive me. This is a very",Agatha Christie
1808,it has struck you too.”,Agatha Christie
1809,“What is that?”,Agatha Christie
1810,do not like confusion.”,Agatha Christie
1811,I jumped up. Poirot followed me down the narrow stairs. Mary Cavendish,Agatha Christie
1812,call for you.”,Agatha Christie
1813,a visit!”,Agatha Christie
1814,"“Come, will you not walk back with us too, Monsieur Poirot?”",Agatha Christie
1815,"All the way to Styles, Mary talked fast and feverishly. It struck me",Agatha Christie
1816,"shrewishness. Mary shivered a little, and buttoned her black sports",Agatha Christie
1817,some great giant sighing.,Agatha Christie
1818,came to us that something was wrong.,Agatha Christie
1819,Mr. Cavendish!”,Agatha Christie
1820,“Arrested Lawrence?” I gasped.,Agatha Christie
1821,"that last afternoon, when he had been deliberating whether or not to",Agatha Christie
1822,“But John! My old friend John!”,Agatha Christie
1823,“I must say I think you might have given me a hint.”,Agatha Christie
1824,"He, by the way, had been acquitted of the charge brought against him.",Agatha Christie
1825,"Nevertheless, although he had been too clever for them this time, and",Agatha Christie
1826,were pretty well clipped for the future.,Agatha Christie
1827,I asked Poirot whether he thought John would be condemned. To my,Agatha Christie
1828,"“But, Poirot——” I protested.",Agatha Christie
1829,"It is one thing to know that a man is guilty, it is quite another",Agatha Christie
1830,"matter to prove him so. And, in this case, there is terribly little",Agatha Christie
1831,link——” He shook his head gravely.,Agatha Christie
1832,"“When did you first suspect John Cavendish?” I asked, after a minute or",Agatha Christie
1833,“Did you not suspect him at all?”,Agatha Christie
1834,"“No, indeed.”",Agatha Christie
1835,“Not after that fragment of conversation you overheard between Mrs.,Agatha Christie
1836,“No.”,Agatha Christie
1837,"Alfred Inglethorp who was quarrelling with his wife—and you remember,",Agatha Christie
1838,he strenuously denied it at the inquest—it must be either Lawrence or,Agatha Christie
1839,"John. Now, if it was Lawrence, Mary Cavendish’s conduct was just as",Agatha Christie
1840,was explained quite naturally.”,Agatha Christie
1841,with his mother that afternoon?”,Agatha Christie
1842,“Exactly.”,Agatha Christie
1843,“And you have known this all along?”,Agatha Christie
1844,“Certainly. Mrs. Cavendish’s behaviour could only be explained that,Agatha Christie
1845,“And yet you say he may be acquitted?”,Agatha Christie
1846,“What?”,Agatha Christie
1847,did not destroy that will.”,Agatha Christie
1848,"court proceedings, as it involves many tiresome repetitions. I will",Agatha Christie
1849,them continually.,Agatha Christie
1850,"As the weeks went by, the state of Poirot’s nerves grew worse and",Agatha Christie
1851,"worse. That “last link” he talked about was still lacking. Privately, I",Agatha Christie
1852,pleaded “Not Guilty.”,Agatha Christie
1853,"lived at Styles Court in every luxury, surrounded by her care and",Agatha Christie
1854,"and spendthrift, had been at the end of his financial tether, and had",Agatha Christie
1855,"she taxed him with it on the afternoon before her death, and a quarrel",Agatha Christie
1856,disguise by means of which he hoped to throw the onus of the crime upon,Agatha Christie
1857,"before her marriage, but—and Mr. Philips wagged an expressive",Agatha Christie
1858,former one; or—this seemed to him more likely—she may have had an idea,Agatha Christie
1859,favour of the prisoner. He would call evidence to show that it was the,Agatha Christie
1860,"which occasion, no doubt, he found an opportunity of destroying the",Agatha Christie
1861,"The prisoner had been arrested in consequence of the discovery, in his",Agatha Christie
1862,identical phial of strychnine which had been sold at the village,Agatha Christie
1863,It would be for the jury to decide whether or not these damning facts,Agatha Christie
1864,"called at the inquest, the medical evidence being again taken first.",Agatha Christie
1865,"unscrupulous manner in which he bullied witnesses, only asked two",Agatha Christie
1866,“Yes.”,Agatha Christie
1867,testified to the accuracy of these statements.,Agatha Christie
1868,"“Yes, I did.”",Agatha Christie
1869,for it.”,Agatha Christie
1870,“On top of the prisoner’s wardrobe?”,Agatha Christie
1871,"“Yes, it was on the prisoner’s wardrobe.”",Agatha Christie
1872,"An assistant from Parkson’s, Theatrical Costumiers, testified that on",Agatha Christie
1873,"No, they had not kept the letter. All transactions were entered in",Agatha Christie
1874,Sir Ernest Heavywether rose ponderously.,Agatha Christie
1875,“The same address to which you sent the parcel?”,Agatha Christie
1876,“Yes.”,Agatha Christie
1877,“How do you know?”,Agatha Christie
1878,“I—I don’t understand.”,Agatha Christie
1879,postmark?”,Agatha Christie
1880,postmark?”,Agatha Christie
1881,"“In fact, the letter, though written on stamped notepaper, might have",Agatha Christie
1882,"no, that could not be!”",Agatha Christie
1883,"But I myself was puzzled, and as soon as I was alone with Poirot I",Agatha Christie
1884,"“Ah!” said Poirot appreciatively. “He is a clever man, that Sir",Agatha Christie
1885,“Do you think he believes Lawrence guilty?”,Agatha Christie
1886,"“I do not think he believes or cares anything! No, what he is trying",Agatha Christie
1887,"relating the earlier events, he proceeded:",Agatha Christie
1888,"house. In his chest of drawers, hidden beneath some underclothing, we",Agatha Christie
1889,"tiny bottle of blue glass, containing a few grains of a white",Agatha Christie
1890,A fresh piece of evidence discovered by the detectives since the police,Agatha Christie
1891,possessed I leave to my beloved husband Alfred Ing...” This placed,Agatha Christie
1892,beyond question the fact that the destroyed will had been in favour of,Agatha Christie
1893,"paper recovered from the grate, and this, with the discovery of the",Agatha Christie
1894,But Sir Ernest’s cross-examination was yet to come.,Agatha Christie
1895,“What day was it when you searched the prisoner’s room?”,Agatha Christie
1896,“Exactly a week after the tragedy?”,Agatha Christie
1897,“Yes.”,Agatha Christie
1898,“Does it not strike you as unlikely that a man who had committed a,Agatha Christie
1899,to find?”,Agatha Christie
1900,have had ample time to remove them and destroy them.”,Agatha Christie
1901,"“There is no perhaps about it. Would he, or would he not have had",Agatha Christie
1902,“Heavyish.”,Agatha Christie
1903,“Perhaps not.”,Agatha Christie
1904,"a hot summer, be likely to go to a drawer containing winter",Agatha Christie
1905,"underclothing. Yes, or no?”",Agatha Christie
1906,“No.”,Agatha Christie
1907,“That is all.”,Agatha Christie
1908,More evidence followed. Evidence as to the financial difficulties in,Agatha Christie
1909,"Parkson’s in June. In fact, on June 29th, he had been staying away, in",Agatha Christie
1910,"Instantly, Sir Ernest’s chin was shooting pugnaciously forward.",Agatha Christie
1911,“I do.”,Agatha Christie
1912,The brutality of the question called a flush to Lawrence’s pale face.,Agatha Christie
1913,“What do you mean by you ‘suppose’? Your brother has no children. You,Agatha Christie
1914,“Yes.”,Agatha Christie
1915,"Sir Ernest bowed, and having shot his arrow proceeded.",Agatha Christie
1916,“Did you—while you happened to be alone for a few seconds—unlock the,Agatha Christie
1917,"poison cupboard, and examine some of the bottles?”",Agatha Christie
1918,“I—I—may have done so.”,Agatha Christie
1919,“I put it to you that you did do so?”,Agatha Christie
1920,“Yes.”,Agatha Christie
1921,"“No, I do not think so.”",Agatha Christie
1922,Hydro-chloride of Strychnine.”,Agatha Christie
1923,Lawrence was turning a sickly greenish colour.,Agatha Christie
1924,"“Ah! So poisons ‘naturally interest’ you, do they? Still, you waited to",Agatha Christie
1925,"“That was pure chance. If the others had been there, I should have done",Agatha Christie
1926,just the same.”,Agatha Christie
1927,"“Still, as it happens, the others were not there?”",Agatha Christie
1928,"“No, but——”",Agatha Christie
1929,"of minutes, and it happened—I say, it happened—to be during those two",Agatha Christie
1930,"“I have nothing more to ask you, Mr. Cavendish.”",Agatha Christie
1931,threatened to have the court cleared if there was not immediate,Agatha Christie
1932,upon for their opinion of the signature of “Alfred Inglethorp” in the,Agatha Christie
1933,"certainly not his hand-writing, and gave it as their view that it might",Agatha Christie
1934,it might be the prisoner’s hand-writing cleverly counterfeited.,Agatha Christie
1935,"not a long one, but it was backed by the full force of his emphatic",Agatha Christie
1936,"manner. Never, he said, in the course of his long experience, had he",Agatha Christie
1937,"entirely circumstantial, but the greater part of it was practically",Agatha Christie
1938,unproved. Let them take the testimony they had heard and sift it,Agatha Christie
1939,impartially. The strychnine had been found in a drawer in the,Agatha Christie
1940,"prisoner’s room. That drawer was an unlocked one, as he had pointed",Agatha Christie
1941,the crime on the prisoner. The prosecution had been unable to produce a,Agatha Christie
1942,had taken place between prisoner and his stepmother was freely,Agatha Christie
1943,exaggerated.,Agatha Christie
1944,anyone could possibly have mistaken his voice for that of Mr.,Agatha Christie
1945,quarrels.,Agatha Christie
1946,"Marston’s Spinney, where he had been summoned by an anonymous note,",Agatha Christie
1947,matters to his wife unless he complied with its demands. The prisoner,Agatha Christie
1948,"his story, but luckily he had kept the note, and it would be produced",Agatha Christie
1949,"prisoner had formerly practised at the Bar, and was perfectly well",Agatha Christie
1950,"strong, if not stronger than that against his brother.",Agatha Christie
1951,conversation—fragments which you must have recognized?”,Agatha Christie
1952,"“No, but we were both angry, and, I think, said more than we meant. I",Agatha Christie
1953,Mr. Philips’ incredulous sniff was a triumph of forensic skill. He,Agatha Christie
1954,"“You have produced this note very opportunely. Tell me, is there",Agatha Christie
1955,hand-writing—carelessly disguised?”,Agatha Christie
1956,“I put it to you that it is your own hand-writing!”,Agatha Christie
1957,"about at a solitary and unfrequented spot, you were really in the",Agatha Christie
1958,the name of Alfred Inglethorp?”,Agatha Christie
1959,“Then I will leave the remarkable similarity of hand-writing between,Agatha Christie
1960,"done his duty, but who was nevertheless horrified by such deliberate",Agatha Christie
1961,"Poirot, I noticed, was looking profoundly discouraged. He had that",Agatha Christie
1962,"“Ah, _mon ami_, things are going badly, badly.”",Agatha Christie
1963,"In spite of myself, my heart gave a leap of relief. Evidently there was",Agatha Christie
1964,"a small pack of patience cards. Then he drew up a chair to the table,",Agatha Christie
1965,"“No, _mon ami_, I am not in my second childhood! I steady my nerves,",Agatha Christie
1966,needed that more than now!”,Agatha Christie
1967,“What is the trouble?” I asked.,Agatha Christie
1968,"With a great thump on the table, Poirot demolished his carefully built",Agatha Christie
1969,mathematical—precision!”,Agatha Christie
1970,trick.,Agatha Christie
1971,with great placidity.,Agatha Christie
1972,"things on it in your usual fashion, and your hand shook like a leaf! I",Agatha Christie
1973,"But I stopped suddenly. For Poirot, uttering a hoarse and inarticulate",Agatha Christie
1974,"cry, again annihilated his masterpiece of cards, and putting his hands",Agatha Christie
1975,"over his eyes swayed backwards and forwards, apparently suffering the",Agatha Christie
1976,keenest agony.,Agatha Christie
1977,"“No, no,” he gasped. “It is—it is—that I have an idea!”",Agatha Christie
1978,“What _is_ the matter with Monsieur Poirot? He rushed past me crying,Agatha Christie
1979,gesture of despair.,Agatha Christie
1980,"wore away, and still he did not reappear. But about three o’clock a",Agatha Christie
1981,"“You are too amiable, madame.”",Agatha Christie
1982,forward chairs as he did so.,Agatha Christie
1983,Finally Miss Howard consented to return to her chair. A few minutes,Agatha Christie
1984,"locked, and was consequently exactly as it had been when the tragedy",Agatha Christie
1985,recognize it for what it was—a piece torn from a green land armlet.”,Agatha Christie
1986,There was a little stir of excitement.,Agatha Christie
1987,“Now there was only one person at Styles who worked on the land—Mrs.,Agatha Christie
1988,deceased’s room through the door communicating with Mademoiselle,Agatha Christie
1989,Cynthia’s room.”,Agatha Christie
1990,opportunity to shoot the bolt across. I took an early opportunity of,Agatha Christie
1991,"exactly with a tear in Mrs. Cavendish’s armlet. Also, at the inquest,",Agatha Christie
1992,of the table by the bed. I took an early opportunity of testing that,Agatha Christie
1993,This confirmed my belief that Mrs. Cavendish was not speaking the truth,Agatha Christie
1994,alarm was given.”,Agatha Christie
1995,"I shot a quick glance at Mary. She was very pale, but smiling.",Agatha Christie
1996,"picks it up, and retreats quickly to Mademoiselle Cynthia’s room,",Agatha Christie
1997,footsteps are echoing along the gallery which connects the two wings.,Agatha Christie
1998,"What can she do? Quick as thought, she hurries back to the young girl’s",Agatha Christie
1999,"arrived with the rest, but—and this is significant—I can find no one",Agatha Christie
2000,"I right, madame?”",Agatha Christie
2001,She bowed her head.,Agatha Christie
2002,"do my husband any good by revealing these facts, I would have done so.",Agatha Christie
2003,innocence.”,Agatha Christie
2004,"misconceptions, and left me free to see other facts in their true",Agatha Christie
2005,will?”,Agatha Christie
2006,afternoon!”,Agatha Christie
2007,"the year, Mrs. Inglethorp ordered a fire to be lighted in her room.”",Agatha Christie
2008,Yet Mrs. Inglethorp ordered a fire! Why? Because she wished to destroy,Agatha Christie
2009,"something, and could think of no other way. You will remember that, in",Agatha Christie
2010,destroy some important document—possibly a will. So the discovery of,Agatha Christie
2011,"the charred fragment in the grate was no surprise to me. I did not, of",Agatha Christie
2012,"course, know at the time that the will in question had only been made",Agatha Christie
2013,"I conjectured, and conjectured rightly, that these words were",Agatha Christie
2014,"“Looking at the matter psychologically, I drew one deduction which I",Agatha Christie
2015,"occurred to occasion a complete revolution of feeling, since she is now",Agatha Christie
2016,"“As far as we know, she was quite alone during that half-hour. Nobody",Agatha Christie
2017,entered or left that boudoir. What then occasioned this sudden change,Agatha Christie
2018,of sentiment?,Agatha Christie
2019,"Inglethorp had no stamps in her desk. We know this, because later she",Agatha Christie
2020,"and, according to my theory, she tried her own keys in the desk. That",Agatha Christie
2021,"one of them fitted I know. She therefore opened the desk, and in",Agatha Christie
2022,"for Mrs. Inglethorp’s eyes. On the other hand, Mrs. Cavendish believed",Agatha Christie
2023,that the slip of paper to which her mother-in-law clung so tenaciously,Agatha Christie
2024,to do with that matter. Mrs. Cavendish did not believe her. She thought,Agatha Christie
2025,jealous of her husband. She determined to get hold of that paper at all,Agatha Christie
2026,she unbolted the door leading into Mademoiselle Cynthia’s room.,Agatha Christie
2027,quite noiselessly when I tried it. She put off her project until the,Agatha Christie
2028,accustomed to hearing her move about her room at that time. She dressed,Agatha Christie
2029,Mademoiselle Cynthia’s room into that of Mrs. Inglethorp.”,Agatha Christie
2030,“But I should have woken up if anyone had come through my room?”,Agatha Christie
2031,"“_Mais, oui!_”",Agatha Christie
2032,“You remember”—he addressed us collectively again—“that through all the,Agatha Christie
2033,two possibilities. Either her sleep was feigned—which I did not,Agatha Christie
2034,"carefully, remembering that it was Mrs. Cavendish who had brought",Agatha Christie
2035,"carefully, in the event of one having been removed. Six persons had",Agatha Christie
2036,Bauerstein had been there that evening. This changed the face of the,Agatha Christie
2037,quickly.,Agatha Christie
2038,"was, or was not, present. He did not have it tested, as I did, for a",Agatha Christie
2039,"but effectual, narcotic to both Mrs. Inglethorp and Mademoiselle",Agatha Christie
2040,"taken ill and dies, and immediately after she hears the word ‘Poison’!",Agatha Christie
2041,"perfectly harmless, but there is no doubt that for one terrible moment",Agatha Christie
2042,she must have feared that Mrs. Inglethorp’s death lay at her door. She,Agatha Christie
2043,"Cynthia into a large brass vase, where it is discovered later by",Agatha Christie
2044,strychnine will delay the action of the poison for some hours.”,Agatha Christie
2045,face.,Agatha Christie
2046,I understand now——”,Agatha Christie
2047,"of the poisoned coffee, amply accounts for the delay.”",Agatha Christie
2048,the nap of the carpet I found some little splinters of china. What had,Agatha Christie
2049,played her the same trick.,Agatha Christie
2050,"“What happened next is mere guess work on my part, but I should say",Agatha Christie
2051,"table by the bed. Feeling in need of a stimulant of some kind, she",Agatha Christie
2052,Aqua ad. . . . . . . . . . . . . 3viii,Agatha Christie
2053,Fiat Mistura,Agatha Christie
2054,swallowed nearly all of it!_,Agatha Christie
2055,"intended to take place on Monday evening. On that day, Mrs.",Agatha Christie
2056,"Inglethorp’s bell wire was neatly cut, and on Monday evening",Agatha Christie
2057,"Inglethorp would have been quite alone in the right wing, completely",Agatha Christie
2058,"clearing his throat, read:",Agatha Christie
2059,‘You will be anxious at hearing nothing. It is all right—only it,Agatha Christie
2060,good time coming once the old woman is dead and out of the way. No,Agatha Christie
2061,about the bromides was a stroke of genius! But we must be very,Agatha Christie
2062,circumspect. A false step——’,Agatha Christie
2063,A howl that was almost a scream broke the silence.,Agatha Christie
2064,"on his part, and his assailant fell with a crash.",Agatha Christie
2065,"introduce you to the murderer, Mr. Alfred Inglethorp!”",Agatha Christie
2066,CHAPTER XIII. POIROT EXPLAINS,Agatha Christie
2067,What do you mean by deceiving me as you have done?”,Agatha Christie
2068,"“Well, it is difficult to explain. You see, my friend, you have a",Agatha Christie
2069,"conceal your feelings is impossible! If I had told you my ideas, the",Agatha Christie
2070,"“But I did, my friend. Several hints. You would not take them. Think",Agatha Christie
2071,"now, did I ever say to you that I believed John Cavendish guilty? Did I",Agatha Christie
2072,"not, on the contrary, tell you that he would almost certainly be",Agatha Christie
2073,acquitted?”,Agatha Christie
2074,"“Then again,” continued Poirot, “at the beginning, did I not repeat to",Agatha Christie
2075,you several times that I didn’t want Mr. Inglethorp arrested _now_?,Agatha Christie
2076,That should have conveyed something to you.”,Agatha Christie
2077,"“Yes. To begin with, whoever else might benefit by Mrs. Inglethorp’s",Agatha Christie
2078,"from that. When I went up to Styles with you that first day, I had no",Agatha Christie
2079,"with Mrs. Raikes, his silence was perfectly comprehensible. But, when I",Agatha Christie
2080,"of the scandal, as no possible scandal could attach to him. This",Agatha Christie
2081,arrested.”,Agatha Christie
2082,“Wait a minute. I don’t see why he wished to be arrested?”,Agatha Christie
2083,acquitted can never be tried again for the same offence. Aha! but it,Agatha Christie
2084,the exceedingly clever idea of preparing a lot of manufactured evidence,Agatha Christie
2085,They are a clever pair!”,Agatha Christie
2086,“_Bon!_ I will reconstruct for you as far as possible. I am inclined to,Agatha Christie
2087,her once mentioning that her father was a doctor? Possibly she,Agatha Christie
2088,"dispensed his medicines for him, or she may have taken the idea from",Agatha Christie
2089,dissolve one or more of those powders in Mrs. Inglethorp’s large sized,Agatha Christie
2090,forgotten it by that time. Miss Howard will have engineered her,Agatha Christie
2091,"quarrel, and departed from the house. The lapse of time, and her",Agatha Christie
2092,"had left it alone, it is possible the crime might never have been",Agatha Christie
2093,clever—and that was their undoing.”,Agatha Christie
2094,"Poirot puffed at his tiny cigarette, his eyes fixed on the ceiling.",Agatha Christie
2095,"strychnine at the village chemist’s, and signing the register in his",Agatha Christie
2096,hand-writing.,Agatha Christie
2097,"Monday, therefore, at six o’clock, Alfred Inglethorp arranges to be",Agatha Christie
2098,Howard has previously made up a cock and bull story about him and Mrs.,Agatha Christie
2099,"o’clock, Miss Howard, disguised as Alfred Inglethorp, enters the",Agatha Christie
2100,"“But, as it will never do if John, too, can prove an alibi, she writes",Agatha Christie
2101,"“So far, all goes well. Miss Howard goes back to Middlingham. Alfred",Agatha Christie
2102,Inglethorp returns to Styles. There is nothing that can compromise him,Agatha Christie
2103,Cavendish.,Agatha Christie
2104,"who, he fears, may be in a panic at the non-success of their plan. It",Agatha Christie
2105,desk. He fears that if he remains in the room he may have to open it,Agatha Christie
2106,"again, and that Mrs. Inglethorp might catch sight of the letter before",Agatha Christie
2107,"dreaming that Mrs. Inglethorp will open his desk, and discover the",Agatha Christie
2108,her mind. She knows that she is in danger—but is ignorant of where the,Agatha Christie
2109,also determines to destroy immediately the will which she has just,Agatha Christie
2110,made. She keeps the fatal letter.”,Agatha Christie
2111,"“Yes, and from the enormous risk he ran we can see how fully he",Agatha Christie
2112,"realized its importance. That letter excepted, there was absolutely",Agatha Christie
2113,nothing to connect him with the crime.”,Agatha Christie
2114,"“There’s only one thing I can’t make out, why didn’t he destroy it at",Agatha Christie
2115,it on his own person.”,Agatha Christie
2116,“Look at it from his point of view. I have discovered that there were,Agatha Christie
2117,"minutes immediately before our own arrival on the scene, for before",Agatha Christie
2118,passed going to the right wing. Figure to yourself the scene! He enters,Agatha Christie
2119,"the room, unlocking the door by means of one of the other doorkeys—they",Agatha Christie
2120,"penknife, and turns over the papers until he finds what he is looking",Agatha Christie
2121,“But now a fresh dilemma arises: he dare not keep that piece of paper,Agatha Christie
2122,on him. He may be seen leaving the room—he may be searched. If the,Agatha Christie
2123,"too, he hears the sounds below of Mr. Wells and John leaving the",Agatha Christie
2124,"paper? The contents of the waste-paper-basket are kept and in any case,",Agatha Christie
2125,ami?_”,Agatha Christie
2126,I shook my head.,Agatha Christie
2127,"be able, at his leisure, to come back and destroy this solitary piece",Agatha Christie
2128,"bedroom, under our very noses?” I cried.",Agatha Christie
2129,that very fortunate discovery to you.”,Agatha Christie
2130,“But I still can’t understand why Inglethorp was such a fool as to,Agatha Christie
2131,“You?”,Agatha Christie
2132,“Yes. Do you remember reproving me for taking the household into my,Agatha Christie
2133,confidence on the subject?”,Agatha Christie
2134,“Yes.”,Agatha Christie
2135,and by enlisting the sympathy of the household I could effectually,Agatha Christie
2136,"prevent his destroying it. He was already under suspicion, and by",Agatha Christie
2137,making the matter public I secured the services of about ten amateur,Agatha Christie
2138,"the document. He was therefore forced to depart from the house, leaving",Agatha Christie
2139,“But surely Miss Howard had ample opportunities of aiding him.”,Agatha Christie
2140,"Inglethorp. They were supposed to be deadly enemies, and until John",Agatha Christie
2141,"meeting. Of course I had a watch kept on Mr. Inglethorp, hoping that",Agatha Christie
2142,sooner or later he would lead me to the hiding-place. But he was too,Agatha Christie
2143,"they would do so afterwards. But for your lucky remark, we might never",Agatha Christie
2144,Howard?”,Agatha Christie
2145,"“Why, what was there to lie about?”",Agatha Christie
2146,you look at the date at the top of the letter you will notice that,Agatha Christie
2147,mean?”,Agatha Christie
2148,"“You do not see that that letter was not written on the 17th, but on",Agatha Christie
2149,before the ‘7’ to turn it into the ‘17th’.”,Agatha Christie
2150,“But why?”,Agatha Christie
2151,“That is exactly what I asked myself. Why does Miss Howard suppress the,Agatha Christie
2152,"committed the crime single-handed, but the reasons against that did not",Agatha Christie
2153,"debar her from being an accomplice. And, then, there was that rather",Agatha Christie
2154,came to Styles. They had already arranged their infamous plot—that he,Agatha Christie
2155,"should marry this rich, but rather foolish old lady, induce her to make",Agatha Christie
2156,"a will leaving her money to him, and then gain their ends by a very",Agatha Christie
2157,"probably have left England, and lived together on their poor victim’s",Agatha Christie
2158,money.,Agatha Christie
2159,strychnine and glasses in John’s room. She puts the beard in the attic.,Agatha Christie
2160,"“Yes, but that was mere chance. All the evidence against him arose out",Agatha Christie
2161,"of pure accident. It must, in fact, have been distinctly annoying to",Agatha Christie
2162,"“His manner was unfortunate,” I observed thoughtfully.",Agatha Christie
2163,"“No,” I exclaimed, astonished. “Impossible!”",Agatha Christie
2164,I asked Mr. Wells that first question about the will. Then there were,Agatha Christie
2165,evidence against her than anyone else.”,Agatha Christie
2166,“But he declared that he saw it bolted!” I cried.,Agatha Christie
2167,"“Exactly,” said Poirot dryly. “And that was just what confirmed my",Agatha Christie
2168,suspicion that it was not. He was shielding Mademoiselle Cynthia.”,Agatha Christie
2169,“But why should he shield her?”,Agatha Christie
2170,“Because he is in love with her.”,Agatha Christie
2171,I laughed.,Agatha Christie
2172,"far from being in love with her, he positively dislikes her.”",Agatha Christie
2173,"“Who told you that, _mon ami?_”",Agatha Christie
2174,“_La pauvre petite!_ And she was concerned?”,Agatha Christie
2175,“She said that she did not mind at all.”,Agatha Christie
2176,"“Then she certainly did mind very much,” remarked Poirot. “They are",Agatha Christie
2177,“But why? It was most obvious. Did not Monsieur Lawrence make the sour,Agatha Christie
2178,brother? He had taken it into his long head that Mademoiselle Cynthia,Agatha Christie
2179,"was in love with Monsieur John. When he entered his mother’s room, and",Agatha Christie
2180,Mademoiselle Cynthia knew something about the matter. He was nearly,Agatha Christie
2181,"before, and he determined that there should be no chance of testing its",Agatha Christie
2182,"contents. Thenceforward, he strenuously, and quite uselessly, upheld",Agatha Christie
2183,“And what about the ‘extra coffee-cup’?”,Agatha Christie
2184,"“I was fairly certain that it was Mrs. Cavendish who had hidden it, but",Agatha Christie
2185,I had to make sure. Monsieur Lawrence did not know at all what I meant;,Agatha Christie
2186,extra coffee-cup anywhere his lady love would be cleared of suspicion.,Agatha Christie
2187,And he was perfectly right.”,Agatha Christie
2188,"“They were, of course, an accusation against her husband.”",Agatha Christie
2189,“Thanks to me.”,Agatha Christie
2190,“How do you mean—thanks to you?”,Agatha Christie
2191,trial which has brought them together again? That John Cavendish still,Agatha Christie
2192,misunderstanding. She married him without love. He knew it. He is a,Agatha Christie
2193,"John Cavendish’s arrest, when you found me deliberating over a big",Agatha Christie
2194,"“Yes, I quite understood your distress.”",Agatha Christie
2195,was trying to decide whether or not I would clear John Cavendish at,Agatha Christie
2196,real attitude up to the very last moment—which partly accounts for my,Agatha Christie
2197,brought to trial?”,Agatha Christie
2198,"“Yes, my friend. But I eventually decided in favour of ‘a woman’s",Agatha Christie
2199,I looked at Poirot in silent amazement. The colossal cheek of the,Agatha Christie
2200,wrong in condemning it. The happiness of one man and one woman is the,Agatha Christie
2201,His words took me back to earlier events. I remembered Mary as she lay,Agatha Christie
2202,the sound of the bell below. She had started up. Poirot had opened the,Agatha Christie
2203,"went out I had seen the look in Mary’s eyes, as John Cavendish had",Agatha Christie
2204,"“Perhaps you are right, Poirot,” I said gently. “Yes, it is the",Agatha Christie
2205,"Suddenly, there was a tap at the door, and Cynthia peeped in.",Agatha Christie
2206,"She came in, but did not sit down.",Agatha Christie
2207,“I—only wanted to tell you something——”,Agatha Christie
2208,"exclaiming: “You dears!” kissed first me and then Poirot, and rushed",Agatha Christie
2209,out of the room again.,Agatha Christie
2210,"“What on earth does this mean?” I asked, surprised.",Agatha Christie
2211,“It means that she has discovered Monsieur Lawrence does not dislike,Agatha Christie
2212,"her as much as she thought,” replied Poirot philosophically.",Agatha Christie
2213,Lawrence at that moment passed the door.,Agatha Christie
2214,"“Eh! Monsieur Lawrence,” called Poirot. “We must congratulate you, is",Agatha Christie
2215,it not so?”,Agatha Christie
2216,"Lawrence blushed, and then smiled awkwardly. A man in love is a sorry",Agatha Christie
2217,spectacle. Now Cynthia had looked charming.,Agatha Christie
2218,"“Nothing,” I said sadly. “They are two delightful women!”",Agatha Christie
2219,THE END,Agatha Christie
2220,*** END OF THIS PROJECT GUTENBERG EBOOK THE MYSTERIOUS AFFAIR AT STYLES ***,Agatha Christie
2221,***** This file should be named 863-0.txt or 863-0.zip *****,Agatha Christie
2222,This and all associated files of various formats will be found in:,Agatha Christie
2223,Produced by Charles Keller,Agatha Christie
2224,"one owns a United States copyright in these works, so the Foundation",Agatha Christie
2225,"permission and without paying copyright royalties.  Special rules,",Agatha Christie
2226,"Gutenberg is a registered trademark, and may not be used if you",Agatha Christie
2227,"charge for the eBooks, unless you receive specific permission.  If you",Agatha Christie
2228,"such as creation of derivative works, reports, performances and",Agatha Christie
2229,"subject to the trademark license, especially commercial",Agatha Christie
